INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    145   CA      2  6.67700 31.51700 21.05200
DATA: ANCHOR    147   CA     11  5.71900 36.21000 18.08400
DATA: ANCHOR    149   CA     21  8.67300 40.18400 13.25200

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1   147   148     CA    CA    11    16      3.78847804      3.78847804
DATA: RIGID1   147   148     CA     C    11    17      4.68352049      4.68352049
DATA: RIGID1   147   149     CA     N    11    20      5.78157843      5.78157843
DATA: RIGID1   147   149     CA    CA    11    21      6.91859929      6.91859929
DATA: RIGID1   147   148      C     N    12    15      1.32468068      1.32468068
DATA: RIGID1   147   148      C    CA    12    16      2.43912406      2.43912406
DATA: RIGID1   147   148      C     C    12    17      3.53077226      3.53077226
DATA: RIGID1   147   149      C     N    12    20      4.52091647      4.52091647
DATA: RIGID1   147   149      C    CA    12    21      5.79677554      5.79677554
DATA: RIGID1   148   148      N    CA    15    16      1.45639737      1.45639737
DATA: RIGID1   148   148      N     C    15    17      2.43497068      2.43497068
DATA: RIGID1   148   149      N     N    15    20      3.60172390      3.60172390
DATA: RIGID1   148   149      N    CA    15    21      4.81925201      4.81925201
DATA: RIGID1   148   148     CA     C    16    17      1.52381987      1.52381987
DATA: RIGID1   148   149     CA     N    16    20      2.46013117      2.46013117
DATA: RIGID1   148   149     CA    CA    16    21      3.82225457      3.82225457
DATA: RIGID1   148   149      C     N    17    20      1.32445090      1.32445090
DATA: RIGID1   148   149      C    CA    17    21      2.41915794      2.41915794
DATA: RIGID1   149   149      N    CA    20    21      1.47197175      1.47197175

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG1   147   147      C    HA    12    14      2.15470264      2.15470264
DATA: HYDRORIG1   147   148     HA     H    14    18      2.20872866      2.40872866
DATA: HYDRORIG1   147   148     HA    HA    14    19      4.27219371      4.47219371
DATA: HYDRORIG1   147   148     CA     H    11    18      2.50800828      2.50800828
DATA: HYDRORIG1   147   148      C     H    12    18      2.02008846      2.02008846
DATA: HYDRORIG1   148   148      N     H    15    18      1.00344106      1.00344106
DATA: HYDRORIG1   148   148     CA     H    16    18      2.11867551      2.11867551
DATA: HYDRORIG1   148   148      H    HA    18    19      2.97634041      3.17634041
DATA: HYDRORIG1   148   148      N    HA    15    19      2.09405283      2.09405283
DATA: HYDRORIG1   148   148     CA    HA    16    19      1.09815092      1.09815092
DATA: HYDRORIG1   148   148      C    HA    17    19      2.15502584      2.15502584
DATA: HYDRORIG1   148   149     HA    HA    19    23      4.41417704      4.61417704
DATA: HYDRORIG1   149   149      N    HA    20    23      2.15800509      2.15800509
DATA: HYDRORIG1   149   149     CA    HA    21    23      1.10358946      1.10358946

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID2   149   149     CA     C    21    22      1.52093641      1.52093641
DATA: RIGID2   149   150     CA     N    21    24      2.46208730      2.46208730
DATA: RIGID2   149   150     CA    CA    21    25      3.81739615      3.81739615
DATA: RIGID2   149   150     CA     C    21    26      4.41359537      4.41359537
DATA: RIGID2   149   151     CA     N    21    29      4.13195907      4.13195907
DATA: RIGID2   149   151     CA    CA    21    30      5.22500124      5.22500124
DATA: RIGID2   149   151     CA     C    21    31      5.47007386      5.47007386
DATA: RIGID2   149   152     CA     N    21    34      4.65309849      4.65309849
DATA: RIGID2   149   152     CA    CA    21    35      5.39368759      5.39368759
DATA: RIGID2   149   152     CA     C    21    36      5.67802587      5.67802587
DATA: RIGID2   149   145     CA     N    21     1     11.30677441     11.30677441
DATA: RIGID2   149   145     CA    CA    21     2     11.82966216     11.82966216
DATA: RIGID2   149   150      C     N    22    24      1.32915701      1.32915701
DATA: RIGID2   149   150      C    CA    22    25      2.42093090      2.42093090
DATA: RIGID2   149   150      C     C    22    26      3.04413815      3.04413815
DATA: RIGID2   149   151      C     N    22    29      3.07576950      3.07576950
DATA: RIGID2   149   151      C    CA    22    30      4.30762283      4.30762283
DATA: RIGID2   149   151      C     C    22    31      4.57631078      4.57631078
DATA: RIGID2   149   152      C     N    22    34      3.81412085      3.81412085
DATA: RIGID2   149   152      C    CA    22    35      4.69368019      4.69368019
DATA: RIGID2   149   152      C     C    22    36      5.36689870      5.36689870
DATA: RIGID2   149   145      C     N    22     1     12.38351359     12.38351359
DATA: RIGID2   149   145      C    CA    22     2     12.78988978     12.78988978
DATA: RIGID2   150   150      N    CA    24    25      1.45732559      1.45732559
DATA: RIGID2   150   150      N     C    24    26      2.48208077      2.48208077
DATA: RIGID2   150   151      N     N    24    29      2.74841376      2.74841376
DATA: RIGID2   150   151      N    CA    24    30      4.17933120      4.17933120
DATA: RIGID2   150   151      N     C    24    31      4.82492395      4.82492395
DATA: RIGID2   150   152      N     N    24    34      4.37824724      4.37824724
DATA: RIGID2   150   152      N    CA    24    35      5.47807201      5.47807201
DATA: RIGID2   150   152      N     C    24    36      6.31667695      6.31667695
DATA: RIGID2   150   145      N     N    24     1     12.53027150     12.53027150
DATA: RIGID2   150   145      N    CA    24     2     12.79707323     12.79707323
DATA: RIGID2   150   150     CA     C    25    26      1.52242536      1.52242536
DATA: RIGID2   150   151     CA     N    25    29      2.43938593      2.43938593
DATA: RIGID2   150   151     CA    CA    25    30      3.80885113      3.80885113
DATA: RIGID2   150   151     CA     C    25    31      4.49491855      4.49491855
DATA: RIGID2   150   152     CA     N    25    34      4.26207398      4.26207398
DATA: RIGID2   150   152     CA    CA    25    35      5.40122454      5.40122454
DATA: RIGID2   150   152     CA     C    25    36      6.51259621      6.51259621
DATA: RIGID2   150   145     CA     N    25     1     13.62474060     13.62474060
DATA: RIGID2   150   145     CA    CA    25     2     13.79749506     13.79749506
DATA: RIGID2   150   151      C     N    26    29      1.32292809      1.32292809
DATA: RIGID2   150   151      C    CA    26    30      2.42555264      2.42555264
DATA: RIGID2   150   151      C     C    26    31      3.14263549      3.14263549
DATA: RIGID2   150   152      C     N    26    34      3.21819970      3.21819970
DATA: RIGID2   150   152      C    CA    26    35      4.48514451      4.48514451
DATA: RIGID2   150   152      C     C    26    36      5.66347068      5.66347068
DATA: RIGID2   150   145      C     N    26     1     13.55820502     13.55820502
DATA: RIGID2   150   145      C    CA    26     2     13.69243189     13.69243189
DATA: RIGID2   151   151      N    CA    29    30      1.45679593      1.45679593
DATA: RIGID2   151   151      N     C    29    31      2.48377068      2.48377068
DATA: RIGID2   151   152      N     N    29    34      2.74411189      2.74411189
DATA: RIGID2   151   152      N    CA    29    35      4.17185695      4.17185695
DATA: RIGID2   151   152      N     C    29    36      5.09657543      5.09657543
DATA: RIGID2   151   145      N     N    29     1     12.42155655     12.42155655
DATA: RIGID2   151   145      N    CA    29     2     12.56054780     12.56054780
DATA: RIGID2   151   151     CA     C    30    31      1.52398514      1.52398514
DATA: RIGID2   151   152     CA     N    30    34      2.44127505      2.44127505
DATA: RIGID2   151   152     CA    CA    30    35      3.81277330      3.81277330
DATA: RIGID2   151   152     CA     C    30    36      4.64445242      4.64445242
DATA: RIGID2   151   145     CA     N    30     1     12.51518732     12.51518732
DATA: RIGID2   151   145     CA    CA    30     2     12.61951417     12.61951417
DATA: RIGID2   151   152      C     N    31    34      1.32394370      1.32394370
DATA: RIGID2   151   152      C    CA    31    35      2.43759788      2.43759788
DATA: RIGID2   151   152      C     C    31    36      3.33539111      3.33539111
DATA: RIGID2   151   145      C     N    31     1     13.18506097     13.18506097
DATA: RIGID2   151   145      C    CA    31     2     13.41293268     13.41293268
DATA: RIGID2   152   152      N    CA    34    35      1.44619507      1.44619507
DATA: RIGID2   152   152      N     C    34    36      2.49143539      2.49143539
DATA: RIGID2   152   145      N     N    34     1     13.25620580     13.25620580
DATA: RIGID2   152   145      N    CA    34     2     13.61265795     13.61265795
DATA: RIGID2   152   152     CA     C    35    36      1.51385419      1.51385419
DATA: RIGID2   152   145     CA     N    35     1     14.04140435     14.04140435
DATA: RIGID2   152   145     CA    CA    35     2     14.49960223     14.49960223
DATA: RIGID2   152   145      C     N    36     1     13.37096726     13.37096726
DATA: RIGID2   152   145      C    CA    36     2     13.92977401     13.92977401
DATA: RIGID2   145   145      N    CA     1     2      1.46131620      1.46131620

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG2   149   149      C    HA    22    23      2.09974291      2.09974291
DATA: HYDRORIG2   149   150     HA    HA    23    28      4.55130143      4.75130143
DATA: HYDRORIG2   149   151     HA     H    23    32      3.46123771      3.66123771
DATA: HYDRORIG2   149   152     HA     H    23    37      3.21847674      3.41847674
DATA: HYDRORIG2   149   150     CA     H    21    27      2.63006708      2.63006708
DATA: HYDRORIG2   149   150      C     H    22    27      2.03298883      2.03298883
DATA: HYDRORIG2   150   150      N     H    24    27      1.00257614      1.00257614
DATA: HYDRORIG2   150   150     CA     H    25    27      2.12905095      2.12905095
DATA: HYDRORIG2   150   150      H    HA    27    28      2.78240881      2.98240881
DATA: HYDRORIG2   150   151      H     H    27    32      2.59346544      2.79346544
DATA: HYDRORIG2   150   152      H     H    27    37      4.20780269      4.40780269
DATA: HYDRORIG2   150   150      N    HA    24    28      2.04601813      2.04601813
DATA: HYDRORIG2   150   150     CA    HA    25    28      1.09345696      1.09345696
DATA: HYDRORIG2   150   150      C    HA    26    28      2.13036733      2.13036733
DATA: HYDRORIG2   150   151     HA     H    28    32      3.36719210      3.56719210
DATA: HYDRORIG2   150   151     HA    HA    28    33      4.51897901      4.71897901
DATA: HYDRORIG2   150   152     HA     H    28    37      3.65331779      3.85331779
DATA: HYDRORIG2   150   151     CA     H    25    32      2.58721546      2.58721546
DATA: HYDRORIG2   150   151      C     H    26    32      2.02749550      2.02749550
DATA: HYDRORIG2   151   151      N     H    29    32      1.00796777      1.00796777
DATA: HYDRORIG2   151   151     CA     H    30    32      2.12826203      2.12826203
DATA: HYDRORIG2   151   151      H    HA    32    33      2.72096314      2.92096314
DATA: HYDRORIG2   151   152      H     H    32    37      2.42750365      2.62750365
DATA: HYDRORIG2   151   151      N    HA    29    33      2.06389951      2.06389951
DATA: HYDRORIG2   151   151     CA    HA    30    33      1.10256324      1.10256324
DATA: HYDRORIG2   151   151      C    HA    31    33      2.13289128      2.13289128
DATA: HYDRORIG2   151   152     HA     H    33    37      3.45207148      3.65207148
DATA: HYDRORIG2   151   152     CA     H    30    37      2.57927595      2.57927595
DATA: HYDRORIG2   151   152      C     H    31    37      2.03402715      2.03402715
DATA: HYDRORIG2   152   152      N     H    34    37      1.02551943      1.02551943
DATA: HYDRORIG2   152   152     CA     H    35    37      2.12318255      2.12318255
DATA: HYDRORIG2   145   145      N    HA     1     4      2.12057132      2.12057132

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_0_1   147   148      H     H    13    18      4.42928917      4.62928917

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_1_2   148   150      H     H    18    27      4.64885987      4.84885987
DATA: CROSSHYDRORIG_1_2   148   151      H     H    18    32      3.60877376      3.80877376
DATA: CROSSHYDRORIG_1_2   148   150     HA     H    19    27      3.79817611      3.99817611
DATA: CROSSHYDRORIG_1_2   148   151     HA     H    19    32      4.57872385      4.77872385

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J   LIJ     UIJ
DATA: LINKS    145   145      N     C     1     3 2.43585 2.43585
DATA: LINKS    147   147      N     C    10    12 2.44220 2.44220
DATA: LINKS    149   149      N     C    20    22 2.46945 2.46945
