INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    106   CA      2 40.65700 40.24300  1.14700
DATA: ANCHOR    108   CA     11 39.72200 45.41100  2.88800
DATA: ANCHOR    110   CA     21 43.07900 47.34400  7.66200

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID2   112   106      N     N    30     1     13.94907694     13.94907694
DATA: RIGID2   112   106      N    CA    30     2     13.38465020     13.38465020
DATA: RIGID2   112   112     CA     C    31    32      1.53563805      1.53563805
DATA: RIGID2   112   113     CA     N    31    35      2.43614563      2.43614563
DATA: RIGID2   112   113     CA    CA    31    36      3.80468057      3.80468057
DATA: RIGID2   112   113     CA     C    31    37      4.30432692      4.30432692
DATA: RIGID2   112   106     CA     N    31     1     14.91117343     14.91117343
DATA: RIGID2   112   106     CA    CA    31     2     14.36896331     14.36896331
DATA: RIGID2   112   113      C     N    32    35      1.31104426      1.31104426
DATA: RIGID2   112   113      C    CA    32    36      2.42274258      2.42274258
DATA: RIGID2   112   113      C     C    32    37      2.91902130      2.91902130
DATA: RIGID2   112   106      C     N    32     1     14.33932518     14.33932518
DATA: RIGID2   112   106      C    CA    32     2     13.79504245     13.79504245
DATA: RIGID2   113   113      N    CA    35    36      1.45292083      1.45292083
DATA: RIGID2   113   113      N     C    35    37      2.44434384      2.44434384
DATA: RIGID2   113   106      N     N    35     1     13.05219832     13.05219832
DATA: RIGID2   113   106      N    CA    35     2     12.52900867     12.52900867
DATA: RIGID2   113   113     CA     C    36    37      1.49172222      1.49172222
DATA: RIGID2   113   106     CA     N    36     1     12.57982823     12.57982823
DATA: RIGID2   113   106     CA    CA    36     2     12.08934801     12.08934801
DATA: RIGID2   113   106      C     N    37     1     13.44882768     13.44882768
DATA: RIGID2   113   106      C    CA    37     2     13.07101186     13.07101186
DATA: RIGID2   106   106      N    CA     1     2      1.46981630      1.46981630

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG2   110   110      C    HA    22    24      2.06570792      2.06570792
DATA: HYDRORIG2   110   111     HA    HA    24    29      4.07723774      4.27723774
DATA: HYDRORIG2   110   112     HA     H    24    33      4.08102853      4.28102853
DATA: HYDRORIG2   110   113     HA     H    24    38      4.80000000      5.00000000
DATA: HYDRORIG2   110   111     CA     H    21    28      2.55942708      2.55942708
DATA: HYDRORIG2   110   111      C     H    22    28      1.94657932      1.94657932
DATA: HYDRORIG2   111   111      N     H    25    28      0.87982044      0.87982044
DATA: HYDRORIG2   111   111     CA     H    26    28      2.06525095      2.06525095
DATA: HYDRORIG2   111   111      H    HA    28    29      2.53404256      2.73404256
DATA: HYDRORIG2   111   112      H     H    28    33      2.70110962      2.90110962
DATA: HYDRORIG2   111   113      H     H    28    38      4.21817622      4.41817622
DATA: HYDRORIG2   111   111      N    HA    25    29      2.02016758      2.02016758
DATA: HYDRORIG2   111   111     CA    HA    26    29      1.00027711      1.00027711
DATA: HYDRORIG2   111   111      C    HA    27    29      2.07624432      2.07624432
DATA: HYDRORIG2   111   112     HA     H    29    33      3.19510055      3.39510055
DATA: HYDRORIG2   111   112     HA    HA    29    34      4.47613967      4.67613967
DATA: HYDRORIG2   111   113     HA     H    29    38      3.49160042      3.69160042
DATA: HYDRORIG2   111   112     CA     H    26    33      2.56919938      2.56919938
DATA: HYDRORIG2   111   112      C     H    27    33      1.92477675      1.92477675
DATA: HYDRORIG2   112   112      N     H    30    33      0.88077511      0.88077511
DATA: HYDRORIG2   112   112     CA     H    31    33      2.06735625      2.06735625
DATA: HYDRORIG2   112   112      H    HA    33    34      2.70795505      2.90795505
DATA: HYDRORIG2   112   113      H     H    33    38      2.49316601      2.69316601
DATA: HYDRORIG2   112   113      H    HA    33    39      4.57023131      4.77023131
DATA: HYDRORIG2   112   112      N    HA    30    34      2.02577352      2.02577352
DATA: HYDRORIG2   112   112     CA    HA    31    34      1.00010048      1.00010048
DATA: HYDRORIG2   112   112      C    HA    32    34      2.07173088      2.07173088
DATA: HYDRORIG2   112   113     HA     H    34    38      2.93098056      3.13098056
DATA: HYDRORIG2   112   113     HA    HA    34    39      4.66976808      4.86976808
DATA: HYDRORIG2   112   113     CA     H    31    38      2.52070156      2.52070156
DATA: HYDRORIG2   112   113      C     H    32    38      1.89874266      1.89874266
DATA: HYDRORIG2   113   113      N     H    35    38      0.88035718      0.88035718
DATA: HYDRORIG2   113   113     CA     H    36    38      2.02983392      2.02983392
DATA: HYDRORIG2   113   113      H    HA    38    39      2.59482995      2.79482995
DATA: HYDRORIG2   113   113      N    HA    35    39      2.00177762      2.00177762
DATA: HYDRORIG2   113   113     CA    HA    36    39      1.00006846      1.00006846
DATA: HYDRORIG2   113   113      C    HA    37    39      2.03668016      2.03668016
DATA: HYDRORIG2   106   106      N    HA     1     4      2.01810454      2.01810454

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_0_1   106   109     HA    HA     4    19      4.80000000      5.00000000
DATA: CROSSHYDRORIG_0_1   108   109      H     H    13    18      4.02483436      4.22483436
DATA: CROSSHYDRORIG_0_1   108   109      H    HA    13    19      4.49560710      4.69560710

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: CROSSHYDRORIG_1_2   109   106     HA    HA    19     4      4.78169870      4.98169870
DATA: CROSSHYDRORIG_1_2   110   111      H     H    23    28      4.20130361      4.40130361
DATA: CROSSHYDRORIG_1_2   110   111      H    HA    23    29      4.80000000      5.00000000
DATA: CROSSHYDRORIG_1_2   110   112      H     H    23    33      4.80000000      5.00000000
DATA: CROSSHYDRORIG_1_2   110   113      H     H    23    38      4.08038146      4.28038146
DATA: CROSSHYDRORIG_1_2   110   113      H    HA    23    39      4.80000000      5.00000000

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J   LIJ     UIJ
DATA: LINKS    106   106      N     C     1     3 2.49479 2.49479
DATA: LINKS    108   108      N     C    10    12 2.37865 2.37865
DATA: LINKS    110   110      N     C    20    22 2.46156 2.46156
